user_id,days_since_last_purchase,purchase_day_frequency,purchase_count,R_score,F_score,M_score,R_level,F_level,M_level,rfm_type,purchase_days,avg_days_per_purchase_day,last_purchase_time,survey_end_time,hours_since_last_purchase,total_behavior_count,distinct_purchase_item_count,purchase_rate,total_purchase_count
109562333,3.0,0.2258,10,3.0,4.0,3.0,低,高,高,重要保持用户,7,4.43,2014-12-15 02:00:00,2014-12-18 23:00:00,93.0,,,,
109568364,11.0,0.0645,2,1.0,2.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-07 16:00:00,2014-12-18 23:00:00,271.0,,,,
109597580,6.0,0.0323,1,2.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-12 19:00:00,2014-12-18 23:00:00,148.0,,,,
109613455,1.0,0.4839,64,4.0,5.0,5.0,高,高,高,重要价值用户,15,2.07,2014-12-17 20:00:00,2014-12-18 23:00:00,27.0,4252.0,41.0,0.0151,64.0
109623749,0.0,0.1613,6,5.0,3.0,2.0,高,高,低,重要潜力用户,5,6.2,2014-12-18 14:00:00,2014-12-18 23:00:00,9.0,,,,
109639486,0.0,0.1935,12,5.0,4.0,4.0,高,高,高,重要价值用户,6,5.17,2014-12-18 22:00:00,2014-12-18 23:00:00,1.0,,,,
109647745,2.0,0.3226,26,4.0,5.0,5.0,高,高,高,重要价值用户,10,3.1,2014-12-16 23:00:00,2014-12-18 23:00:00,48.0,,,,
109657854,4.0,0.0645,2,3.0,2.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-14 18:00:00,2014-12-18 23:00:00,101.0,,,,
109662797,12.0,0.1613,8,1.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-06 18:00:00,2014-12-18 23:00:00,293.0,,,,
109678791,15.0,0.0323,8,1.0,1.0,3.0,低,低,高,一般发展用户,1,31.0,2014-12-03 23:00:00,2014-12-18 23:00:00,360.0,,,,
109687773,6.0,0.2258,19,2.0,4.0,4.0,低,高,高,重要保持用户,7,4.43,2014-12-12 12:00:00,2014-12-18 23:00:00,155.0,,,,
109689227,18.0,0.0968,16,1.0,2.0,4.0,低,低,高,一般发展用户,3,10.33,2014-11-30 22:00:00,2014-12-18 23:00:00,433.0,,,,
109689683,1.0,0.5161,49,4.0,5.0,5.0,高,高,高,重要价值用户,16,1.94,2014-12-17 13:00:00,2014-12-18 23:00:00,34.0,1455.0,46.0,0.0337,49.0
109698871,0.0,0.129,13,5.0,3.0,4.0,高,高,高,重要价值用户,4,7.75,2014-12-18 10:00:00,2014-12-18 23:00:00,13.0,,,,
109705911,2.0,0.0645,7,4.0,2.0,3.0,高,低,高,重要发展用户,2,15.5,2014-12-16 15:00:00,2014-12-18 23:00:00,56.0,,,,
109711418,1.0,0.3871,22,4.0,5.0,5.0,高,高,高,重要价值用户,12,2.58,2014-12-17 09:00:00,2014-12-18 23:00:00,38.0,,,,
109714912,6.0,0.129,6,2.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-12 22:00:00,2014-12-18 23:00:00,145.0,,,,
109716139,4.0,0.129,6,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-14 20:00:00,2014-12-18 23:00:00,99.0,,,,
109732215,14.0,0.1935,10,1.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-04 12:00:00,2014-12-18 23:00:00,347.0,,,,
109772113,7.0,0.1613,7,2.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-11 08:00:00,2014-12-18 23:00:00,183.0,,,,
109793878,5.0,0.1613,13,3.0,3.0,4.0,低,高,高,重要保持用户,5,6.2,2014-12-13 22:00:00,2014-12-18 23:00:00,121.0,,,,
109820331,1.0,0.0968,3,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-17 15:00:00,2014-12-18 23:00:00,32.0,,,,
109823995,4.0,0.129,4,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-14 11:00:00,2014-12-18 23:00:00,108.0,,,,
109856177,1.0,0.0968,8,4.0,2.0,3.0,高,低,高,重要发展用户,3,10.33,2014-12-17 21:00:00,2014-12-18 23:00:00,26.0,,,,
109856189,11.0,0.0323,2,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-07 23:00:00,2014-12-18 23:00:00,264.0,,,,
109859583,6.0,0.1935,12,2.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-12 00:00:00,2014-12-18 23:00:00,167.0,,,,
109870419,4.0,0.0323,1,3.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-14 15:00:00,2014-12-18 23:00:00,104.0,,,,
109891166,6.0,0.0968,10,2.0,2.0,3.0,低,低,高,一般发展用户,3,10.33,2014-12-12 00:00:00,2014-12-18 23:00:00,167.0,,,,
109893417,6.0,0.4839,54,2.0,5.0,5.0,低,高,高,重要保持用户,15,2.07,2014-12-12 21:00:00,2014-12-18 23:00:00,146.0,2658.0,46.0,0.0203,54.0
109911889,2.0,0.2903,16,4.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-16 12:00:00,2014-12-18 23:00:00,59.0,,,,
109921488,6.0,0.0645,6,2.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-12 11:00:00,2014-12-18 23:00:00,156.0,,,,
109927373,2.0,0.2258,21,4.0,4.0,5.0,高,高,高,重要价值用户,7,4.43,2014-12-16 11:00:00,2014-12-18 23:00:00,60.0,,,,
109928088,1.0,0.2258,38,4.0,4.0,5.0,高,高,高,重要价值用户,7,4.43,2014-12-17 16:00:00,2014-12-18 23:00:00,31.0,6688.0,31.0,0.0057,38.0
109938282,2.0,0.5484,54,4.0,5.0,5.0,高,高,高,重要价值用户,17,1.82,2014-12-16 22:00:00,2014-12-18 23:00:00,49.0,1577.0,51.0,0.0342,54.0
109939909,1.0,0.4516,26,4.0,5.0,5.0,高,高,高,重要价值用户,14,2.21,2014-12-17 20:00:00,2014-12-18 23:00:00,27.0,,,,
109978933,5.0,0.2903,41,3.0,5.0,5.0,低,高,高,重要保持用户,9,3.44,2014-12-13 20:00:00,2014-12-18 23:00:00,123.0,2006.0,39.0,0.0204,41.0
110007607,0.0,0.4194,65,5.0,5.0,5.0,高,高,高,重要价值用户,13,2.38,2014-12-18 23:00:00,2014-12-18 23:00:00,0.0,2937.0,47.0,0.0221,65.0
110017091,0.0,0.2258,16,5.0,4.0,4.0,高,高,高,重要价值用户,7,4.43,2014-12-18 12:00:00,2014-12-18 23:00:00,11.0,,,,
110033398,0.0,0.5806,81,5.0,5.0,5.0,高,高,高,重要价值用户,18,1.72,2014-12-18 19:00:00,2014-12-18 23:00:00,4.0,2488.0,75.0,0.0326,81.0
110037242,0.0,0.5484,50,5.0,5.0,5.0,高,高,高,重要价值用户,17,1.82,2014-12-18 20:00:00,2014-12-18 23:00:00,3.0,3182.0,44.0,0.0157,50.0
110043519,6.0,0.0645,11,2.0,2.0,4.0,低,低,高,一般发展用户,2,15.5,2014-12-12 13:00:00,2014-12-18 23:00:00,154.0,,,,
110058496,6.0,0.0968,3,2.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-12 00:00:00,2014-12-18 23:00:00,167.0,,,,
110058610,0.0,0.2258,10,5.0,4.0,3.0,高,高,高,重要价值用户,7,4.43,2014-12-18 13:00:00,2014-12-18 23:00:00,10.0,,,,
110061776,3.0,0.129,9,3.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-15 20:00:00,2014-12-18 23:00:00,75.0,,,,
110074552,3.0,0.129,4,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-15 15:00:00,2014-12-18 23:00:00,80.0,,,,
110106082,1.0,0.1613,6,4.0,3.0,2.0,高,高,低,重要潜力用户,5,6.2,2014-12-17 12:00:00,2014-12-18 23:00:00,35.0,,,,
110122107,6.0,0.1613,7,2.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-12 19:00:00,2014-12-18 23:00:00,148.0,,,,
110128323,5.0,0.0968,3,3.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-13 15:00:00,2014-12-18 23:00:00,128.0,,,,
110137127,0.0,0.0645,8,5.0,2.0,3.0,高,低,高,重要发展用户,2,15.5,2014-12-18 10:00:00,2014-12-18 23:00:00,13.0,,,,
110154099,6.0,0.0323,1,2.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-12 20:00:00,2014-12-18 23:00:00,147.0,,,,
110201893,3.0,0.2258,13,3.0,4.0,4.0,低,高,高,重要保持用户,7,4.43,2014-12-15 20:00:00,2014-12-18 23:00:00,75.0,,,,
110205306,6.0,0.129,13,2.0,3.0,4.0,低,高,高,重要保持用户,4,7.75,2014-12-12 20:00:00,2014-12-18 23:00:00,147.0,,,,
110208146,0.0,0.2258,12,5.0,4.0,4.0,高,高,高,重要价值用户,7,4.43,2014-12-18 20:00:00,2014-12-18 23:00:00,3.0,,,,
110229753,5.0,0.129,4,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-13 22:00:00,2014-12-18 23:00:00,121.0,,,,
110253038,7.0,0.1613,5,2.0,3.0,2.0,低,高,低,一般保持用户,5,6.2,2014-12-11 21:00:00,2014-12-18 23:00:00,170.0,,,,
110258310,13.0,0.129,12,1.0,3.0,4.0,低,高,高,重要保持用户,4,7.75,2014-12-05 04:00:00,2014-12-18 23:00:00,331.0,,,,
110262333,1.0,0.2258,35,4.0,4.0,5.0,高,高,高,重要价值用户,7,4.43,2014-12-17 16:00:00,2014-12-18 23:00:00,31.0,935.0,23.0,0.0374,35.0
110276286,2.0,0.129,12,4.0,3.0,4.0,高,高,高,重要价值用户,4,7.75,2014-12-16 00:00:00,2014-12-18 23:00:00,71.0,,,,
110278377,7.0,0.2581,9,2.0,4.0,3.0,低,高,高,重要保持用户,8,3.88,2014-12-11 23:00:00,2014-12-18 23:00:00,168.0,,,,
110285639,26.0,0.0323,3,1.0,1.0,2.0,低,低,低,低价值用户,1,31.0,2014-11-22 09:00:00,2014-12-18 23:00:00,638.0,,,,
110297620,2.0,0.2903,30,4.0,5.0,5.0,高,高,高,重要价值用户,9,3.44,2014-12-16 20:00:00,2014-12-18 23:00:00,51.0,695.0,22.0,0.0432,30.0
110309128,16.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-02 15:00:00,2014-12-18 23:00:00,392.0,,,,
110313549,28.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-20 15:00:00,2014-12-18 23:00:00,680.0,,,,
110327133,2.0,0.2903,15,4.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-16 21:00:00,2014-12-18 23:00:00,50.0,,,,
110370435,0.0,0.0968,5,5.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-18 20:00:00,2014-12-18 23:00:00,3.0,,,,
110374516,6.0,0.129,10,2.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-12 07:00:00,2014-12-18 23:00:00,160.0,,,,
110378808,6.0,0.0645,4,2.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-12 21:00:00,2014-12-18 23:00:00,146.0,,,,
110418606,9.0,0.0645,2,1.0,2.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-09 16:00:00,2014-12-18 23:00:00,223.0,,,,
110423160,4.0,0.1613,6,3.0,3.0,2.0,低,高,低,一般保持用户,5,6.2,2014-12-14 20:00:00,2014-12-18 23:00:00,99.0,,,,
110430105,20.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-28 12:00:00,2014-12-18 23:00:00,491.0,,,,
110434555,23.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-25 02:00:00,2014-12-18 23:00:00,573.0,,,,
110450175,12.0,0.0645,3,1.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-06 21:00:00,2014-12-18 23:00:00,290.0,,,,
110483148,3.0,0.4194,35,3.0,5.0,5.0,低,高,高,重要保持用户,13,2.38,2014-12-15 09:00:00,2014-12-18 23:00:00,86.0,1681.0,28.0,0.0208,35.0
110522016,0.0,0.0645,2,5.0,2.0,1.0,高,低,低,一般价值用户,2,15.5,2014-12-18 14:00:00,2014-12-18 23:00:00,9.0,,,,
110528594,22.0,0.0323,4,1.0,1.0,2.0,低,低,低,低价值用户,1,31.0,2014-11-26 13:00:00,2014-12-18 23:00:00,538.0,,,,
110532180,29.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-19 17:00:00,2014-12-18 23:00:00,702.0,,,,
110561108,13.0,0.129,6,1.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-05 10:00:00,2014-12-18 23:00:00,325.0,,,,
110601488,1.0,0.0968,3,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-17 09:00:00,2014-12-18 23:00:00,38.0,,,,
110603493,3.0,0.2903,12,3.0,5.0,4.0,低,高,高,重要保持用户,9,3.44,2014-12-15 21:00:00,2014-12-18 23:00:00,74.0,,,,
110609527,24.0,0.0323,4,1.0,1.0,2.0,低,低,低,低价值用户,1,31.0,2014-11-24 22:00:00,2014-12-18 23:00:00,577.0,,,,
110612304,5.0,0.2581,14,3.0,4.0,4.0,低,高,高,重要保持用户,8,3.88,2014-12-13 15:00:00,2014-12-18 23:00:00,128.0,,,,
110615671,1.0,0.2258,16,4.0,4.0,4.0,高,高,高,重要价值用户,7,4.43,2014-12-17 20:00:00,2014-12-18 23:00:00,27.0,,,,
110659116,0.0,0.129,10,5.0,3.0,3.0,高,高,高,重要价值用户,4,7.75,2014-12-18 20:00:00,2014-12-18 23:00:00,3.0,,,,
110664771,0.0,0.4839,38,5.0,5.0,5.0,高,高,高,重要价值用户,15,2.07,2014-12-18 15:00:00,2014-12-18 23:00:00,8.0,1865.0,32.0,0.0204,38.0
110666558,20.0,0.0968,7,1.0,2.0,3.0,低,低,高,一般发展用户,3,10.33,2014-11-28 22:00:00,2014-12-18 23:00:00,481.0,,,,
110690572,1.0,0.1935,14,4.0,4.0,4.0,高,高,高,重要价值用户,6,5.17,2014-12-17 09:00:00,2014-12-18 23:00:00,38.0,,,,
110697285,19.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-29 16:00:00,2014-12-18 23:00:00,463.0,,,,
110731834,12.0,0.0645,2,1.0,2.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-06 18:00:00,2014-12-18 23:00:00,293.0,,,,
110734521,11.0,0.0645,3,1.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-07 11:00:00,2014-12-18 23:00:00,276.0,,,,
110762953,6.0,0.0645,6,2.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-12 17:00:00,2014-12-18 23:00:00,150.0,,,,
110828957,3.0,0.1613,6,3.0,3.0,2.0,低,高,低,一般保持用户,5,6.2,2014-12-15 22:00:00,2014-12-18 23:00:00,73.0,,,,
110844468,3.0,0.3548,18,3.0,5.0,4.0,低,高,高,重要保持用户,11,2.82,2014-12-15 15:00:00,2014-12-18 23:00:00,80.0,,,,
110849747,5.0,0.1935,10,3.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-13 21:00:00,2014-12-18 23:00:00,122.0,,,,
110873850,4.0,0.0968,11,3.0,2.0,4.0,低,低,高,一般发展用户,3,10.33,2014-12-14 15:00:00,2014-12-18 23:00:00,104.0,,,,
110883373,0.0,0.4839,66,5.0,5.0,5.0,高,高,高,重要价值用户,15,2.07,2014-12-18 23:00:00,2014-12-18 23:00:00,0.0,8149.0,61.0,0.0081,66.0
110893699,3.0,0.0968,6,3.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-15 14:00:00,2014-12-18 23:00:00,81.0,,,,
110948075,2.0,0.129,7,4.0,3.0,3.0,高,高,高,重要价值用户,4,7.75,2014-12-16 22:00:00,2014-12-18 23:00:00,49.0,,,,
110954163,1.0,0.5806,37,4.0,5.0,5.0,高,高,高,重要价值用户,18,1.72,2014-12-17 03:00:00,2014-12-18 23:00:00,44.0,5029.0,37.0,0.0074,37.0
110973740,5.0,0.129,11,3.0,3.0,4.0,低,高,高,重要保持用户,4,7.75,2014-12-13 23:00:00,2014-12-18 23:00:00,120.0,,,,
110976685,0.0,0.4516,130,5.0,5.0,5.0,高,高,高,重要价值用户,14,2.21,2014-12-18 22:00:00,2014-12-18 23:00:00,1.0,5267.0,102.0,0.0247,130.0
110989739,0.0,0.6452,58,5.0,5.0,5.0,高,高,高,重要价值用户,20,1.55,2014-12-18 22:00:00,2014-12-18 23:00:00,1.0,2645.0,53.0,0.0219,58.0
111035639,0.0,0.2581,9,5.0,4.0,3.0,高,高,高,重要价值用户,8,3.88,2014-12-18 16:00:00,2014-12-18 23:00:00,7.0,,,,
111035741,2.0,0.0968,4,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-16 14:00:00,2014-12-18 23:00:00,57.0,,,,
111041160,0.0,0.2903,27,5.0,5.0,5.0,高,高,高,重要价值用户,9,3.44,2014-12-18 13:00:00,2014-12-18 23:00:00,10.0,,,,
111041306,6.0,0.0968,4,2.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-12 00:00:00,2014-12-18 23:00:00,167.0,,,,
111058819,7.0,0.129,13,2.0,3.0,4.0,低,高,高,重要保持用户,4,7.75,2014-12-11 18:00:00,2014-12-18 23:00:00,173.0,,,,
111073682,6.0,0.0968,3,2.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-12 00:00:00,2014-12-18 23:00:00,167.0,,,,
111124413,6.0,0.1613,9,2.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-12 12:00:00,2014-12-18 23:00:00,155.0,,,,
111144279,6.0,0.2258,10,2.0,4.0,3.0,低,高,高,重要保持用户,7,4.43,2014-12-12 21:00:00,2014-12-18 23:00:00,146.0,,,,
111167137,5.0,0.1935,12,3.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-13 16:00:00,2014-12-18 23:00:00,127.0,,,,
111173414,5.0,0.0968,16,3.0,2.0,4.0,低,低,高,一般发展用户,3,10.33,2014-12-13 22:00:00,2014-12-18 23:00:00,121.0,,,,
111181181,0.0,0.0645,2,5.0,2.0,1.0,高,低,低,一般价值用户,2,15.5,2014-12-18 10:00:00,2014-12-18 23:00:00,13.0,,,,
111195634,13.0,0.1613,10,1.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-05 11:00:00,2014-12-18 23:00:00,324.0,,,,
111213707,1.0,0.2258,10,4.0,4.0,3.0,高,高,高,重要价值用户,7,4.43,2014-12-17 15:00:00,2014-12-18 23:00:00,32.0,,,,
111232777,0.0,0.0645,4,5.0,2.0,2.0,高,低,低,一般价值用户,2,15.5,2014-12-18 18:00:00,2014-12-18 23:00:00,5.0,,,,
111236021,10.0,0.0645,2,1.0,2.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-08 21:00:00,2014-12-18 23:00:00,242.0,,,,
111238404,1.0,0.0645,4,4.0,2.0,2.0,高,低,低,一般价值用户,2,15.5,2014-12-17 17:00:00,2014-12-18 23:00:00,30.0,,,,
111240351,3.0,0.1935,12,3.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-15 18:00:00,2014-12-18 23:00:00,77.0,,,,
111246826,7.0,0.1935,11,2.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-11 22:00:00,2014-12-18 23:00:00,169.0,,,,
111276571,1.0,0.1613,15,4.0,3.0,4.0,高,高,高,重要价值用户,5,6.2,2014-12-17 19:00:00,2014-12-18 23:00:00,28.0,,,,
111311037,7.0,0.2903,13,2.0,5.0,4.0,低,高,高,重要保持用户,9,3.44,2014-12-11 20:00:00,2014-12-18 23:00:00,171.0,,,,
111322415,14.0,0.0323,2,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-04 12:00:00,2014-12-18 23:00:00,347.0,,,,
111325865,6.0,0.2258,13,2.0,4.0,4.0,低,高,高,重要保持用户,7,4.43,2014-12-12 00:00:00,2014-12-18 23:00:00,167.0,,,,
111363768,18.0,0.0323,2,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-30 17:00:00,2014-12-18 23:00:00,438.0,,,,
111415929,0.0,0.0645,7,5.0,2.0,3.0,高,低,高,重要发展用户,2,15.5,2014-12-18 23:00:00,2014-12-18 23:00:00,0.0,,,,
111459626,0.0,0.3226,11,5.0,5.0,4.0,高,高,高,重要价值用户,10,3.1,2014-12-18 21:00:00,2014-12-18 23:00:00,2.0,,,,
111474212,17.0,0.0323,25,1.0,1.0,5.0,低,低,高,一般发展用户,1,31.0,2014-12-01 19:00:00,2014-12-18 23:00:00,412.0,,,,
111481622,4.0,0.1613,6,3.0,3.0,2.0,低,高,低,一般保持用户,5,6.2,2014-12-14 18:00:00,2014-12-18 23:00:00,101.0,,,,
111486485,4.0,0.0968,5,3.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-14 20:00:00,2014-12-18 23:00:00,99.0,,,,
111492650,6.0,0.0323,1,2.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-12 22:00:00,2014-12-18 23:00:00,145.0,,,,
111497529,1.0,0.129,5,4.0,3.0,2.0,高,高,低,重要潜力用户,4,7.75,2014-12-17 19:00:00,2014-12-18 23:00:00,28.0,,,,
111509835,1.0,0.0968,3,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-17 20:00:00,2014-12-18 23:00:00,27.0,,,,
111518720,3.0,0.2258,12,3.0,4.0,4.0,低,高,高,重要保持用户,7,4.43,2014-12-15 10:00:00,2014-12-18 23:00:00,85.0,,,,
111527414,0.0,0.0968,3,5.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-18 09:00:00,2014-12-18 23:00:00,14.0,,,,
111595300,3.0,0.2258,22,3.0,4.0,5.0,低,高,高,重要保持用户,7,4.43,2014-12-15 23:00:00,2014-12-18 23:00:00,72.0,,,,
111598255,2.0,0.2903,12,4.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-16 19:00:00,2014-12-18 23:00:00,52.0,,,,
111612020,6.0,0.0645,2,2.0,2.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-12 19:00:00,2014-12-18 23:00:00,148.0,,,,
111616816,2.0,0.0968,6,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-16 22:00:00,2014-12-18 23:00:00,49.0,,,,
111665868,4.0,0.3871,23,3.0,5.0,5.0,低,高,高,重要保持用户,12,2.58,2014-12-14 18:00:00,2014-12-18 23:00:00,101.0,,,,
111691361,8.0,0.1935,8,2.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-10 02:00:00,2014-12-18 23:00:00,213.0,,,,
111695487,0.0,0.2581,12,5.0,4.0,4.0,高,高,高,重要价值用户,8,3.88,2014-12-18 23:00:00,2014-12-18 23:00:00,0.0,,,,
111714241,14.0,0.0968,4,1.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-04 13:00:00,2014-12-18 23:00:00,346.0,,,,
111752966,9.0,0.0645,7,1.0,2.0,3.0,低,低,高,一般发展用户,2,15.5,2014-12-09 12:00:00,2014-12-18 23:00:00,227.0,,,,
111768420,7.0,0.0968,4,2.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-11 21:00:00,2014-12-18 23:00:00,170.0,,,,
111786935,5.0,0.3548,33,3.0,5.0,5.0,低,高,高,重要保持用户,11,2.82,2014-12-13 13:00:00,2014-12-18 23:00:00,130.0,2929.0,26.0,0.0113,33.0
111800667,1.0,0.1613,13,4.0,3.0,4.0,高,高,高,重要价值用户,5,6.2,2014-12-17 09:00:00,2014-12-18 23:00:00,38.0,,,,
111820958,1.0,0.1935,10,4.0,4.0,3.0,高,高,高,重要价值用户,6,5.17,2014-12-17 16:00:00,2014-12-18 23:00:00,31.0,,,,
111823061,3.0,0.129,9,3.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-15 18:00:00,2014-12-18 23:00:00,77.0,,,,
111835944,2.0,0.1613,5,4.0,3.0,2.0,高,高,低,重要潜力用户,5,6.2,2014-12-16 14:00:00,2014-12-18 23:00:00,57.0,,,,
111842678,0.0,0.2581,10,5.0,4.0,3.0,高,高,高,重要价值用户,8,3.88,2014-12-18 18:00:00,2014-12-18 23:00:00,5.0,,,,
111850848,3.0,0.0968,4,3.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-15 10:00:00,2014-12-18 23:00:00,85.0,,,,
111894319,5.0,0.1613,17,3.0,3.0,4.0,低,高,高,重要保持用户,5,6.2,2014-12-13 19:00:00,2014-12-18 23:00:00,124.0,,,,
111901362,0.0,0.1935,14,5.0,4.0,4.0,高,高,高,重要价值用户,6,5.17,2014-12-18 15:00:00,2014-12-18 23:00:00,8.0,,,,
111909694,5.0,0.1613,11,3.0,3.0,4.0,低,高,高,重要保持用户,5,6.2,2014-12-13 14:00:00,2014-12-18 23:00:00,129.0,,,,
111922941,3.0,0.2258,9,3.0,4.0,3.0,低,高,高,重要保持用户,7,4.43,2014-12-15 19:00:00,2014-12-18 23:00:00,76.0,,,,
111926750,2.0,0.2258,11,4.0,4.0,4.0,高,高,高,重要价值用户,7,4.43,2014-12-16 09:00:00,2014-12-18 23:00:00,62.0,,,,
111943165,2.0,0.2903,16,4.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-16 14:00:00,2014-12-18 23:00:00,57.0,,,,
111947361,0.0,0.129,4,5.0,3.0,2.0,高,高,低,重要潜力用户,4,7.75,2014-12-18 21:00:00,2014-12-18 23:00:00,2.0,,,,
111957230,5.0,0.3548,13,3.0,5.0,4.0,低,高,高,重要保持用户,11,2.82,2014-12-13 07:00:00,2014-12-18 23:00:00,136.0,,,,
111961699,1.0,0.5161,23,4.0,5.0,5.0,高,高,高,重要价值用户,16,1.94,2014-12-17 14:00:00,2014-12-18 23:00:00,33.0,,,,
111974132,0.0,0.0645,5,5.0,2.0,2.0,高,低,低,一般价值用户,2,15.5,2014-12-18 11:00:00,2014-12-18 23:00:00,12.0,,,,
112000366,6.0,0.0645,3,2.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-12 16:00:00,2014-12-18 23:00:00,151.0,,,,
112009033,1.0,0.0968,8,4.0,2.0,3.0,高,低,高,重要发展用户,3,10.33,2014-12-17 23:00:00,2014-12-18 23:00:00,24.0,,,,
112037904,6.0,0.1935,17,2.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-12 16:00:00,2014-12-18 23:00:00,151.0,,,,
112040827,3.0,0.0323,3,3.0,1.0,2.0,低,低,低,低价值用户,1,31.0,2014-12-15 11:00:00,2014-12-18 23:00:00,84.0,,,,
112044266,0.0,0.5161,35,5.0,5.0,5.0,高,高,高,重要价值用户,16,1.94,2014-12-18 18:00:00,2014-12-18 23:00:00,5.0,2134.0,34.0,0.0164,35.0
112063876,2.0,0.1935,9,4.0,4.0,3.0,高,高,高,重要价值用户,6,5.17,2014-12-16 00:00:00,2014-12-18 23:00:00,71.0,,,,
112125475,4.0,0.2581,12,3.0,4.0,4.0,低,高,高,重要保持用户,8,3.88,2014-12-14 21:00:00,2014-12-18 23:00:00,98.0,,,,
112128042,9.0,0.0968,4,1.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-09 21:00:00,2014-12-18 23:00:00,218.0,,,,
112131404,7.0,0.2258,9,2.0,4.0,3.0,低,高,高,重要保持用户,7,4.43,2014-12-11 22:00:00,2014-12-18 23:00:00,169.0,,,,
