user_id,total_behavior_count,purchase_count,distinct_purchase_item_count,purchase_rate,purchase_days,avg_days_per_purchase_day,purchase_day_frequency,last_purchase_time,survey_end_time,hours_since_last_purchase,days_since_last_purchase
9996155,657,6,4,0.0091,3,10.33,0.0968,"2014-12-07 21:00:00","2014-12-18 23:00:00",266,11
10004287,1687,14,13,0.0083,3,10.33,0.0968,"2014-11-30 14:00:00","2014-12-18 23:00:00",441,18
10020755,3788,5,5,0.0013,3,10.33,0.0968,"2014-12-13 21:00:00","2014-12-18 23:00:00",122,5
10026124,4530,17,16,0.0038,5,6.20,0.1613,"2014-12-16 19:00:00","2014-12-18 23:00:00",52,2
10027039,1404,7,6,0.0050,4,7.75,0.1290,"2014-12-10 12:00:00","2014-12-18 23:00:00",203,8
10031393,794,2,2,0.0025,2,15.50,0.0645,"2014-12-10 06:00:00","2014-12-18 23:00:00",209,8
10045419,854,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
10064430,857,2,1,0.0023,1,31.00,0.0323,"2014-11-29 15:00:00","2014-12-18 23:00:00",464,19
10068052,1031,4,4,0.0039,3,10.33,0.0968,"2014-12-10 20:00:00","2014-12-18 23:00:00",195,8
10075065,405,1,1,0.0025,1,31.00,0.0323,"2014-12-18 22:00:00","2014-12-18 23:00:00",1,0
10076850,1852,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
10120410,240,8,6,0.0333,3,10.33,0.0968,"2014-12-16 13:00:00","2014-12-18 23:00:00",58,2
10131505,370,1,1,0.0027,1,31.00,0.0323,"2014-11-19 21:00:00","2014-12-18 23:00:00",698,29
10141023,304,1,1,0.0033,1,31.00,0.0323,"2014-12-02 13:00:00","2014-12-18 23:00:00",394,16
10149605,1522,15,11,0.0099,7,4.43,0.2258,"2014-12-15 13:00:00","2014-12-18 23:00:00",82,3
10164041,140,1,1,0.0071,1,31.00,0.0323,"2014-12-04 17:00:00","2014-12-18 23:00:00",342,14
10184170,1009,18,17,0.0178,9,3.44,0.2903,"2014-12-18 08:00:00","2014-12-18 23:00:00",15,0
10187137,225,7,7,0.0311,4,7.75,0.1290,"2014-12-15 19:00:00","2014-12-18 23:00:00",76,3
10191206,772,15,13,0.0194,9,3.44,0.2903,"2014-12-17 13:00:00","2014-12-18 23:00:00",34,1
10211498,6331,18,16,0.0028,11,2.82,0.3548,"2014-12-12 00:00:00","2014-12-18 23:00:00",167,6
10218711,92,2,2,0.0217,2,15.50,0.0645,"2014-12-18 18:00:00","2014-12-18 23:00:00",5,0
10219075,956,11,9,0.0115,4,7.75,0.1290,"2014-12-07 12:00:00","2014-12-18 23:00:00",275,11
10265423,550,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
10292215,265,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
10297132,4172,65,49,0.0156,13,2.38,0.4194,"2014-12-12 21:00:00","2014-12-18 23:00:00",146,6
10303832,3077,38,36,0.0123,16,1.94,0.5161,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
10309048,1515,2,2,0.0013,2,15.50,0.0645,"2014-12-06 22:00:00","2014-12-18 23:00:00",289,12
10319860,3976,40,39,0.0101,14,2.21,0.4516,"2014-12-17 11:00:00","2014-12-18 23:00:00",36,1
10335403,525,13,12,0.0248,5,6.20,0.1613,"2014-12-12 12:00:00","2014-12-18 23:00:00",155,6
10437655,2025,24,20,0.0119,13,2.38,0.4194,"2014-12-18 18:00:00","2014-12-18 23:00:00",5,0
10455102,1697,38,32,0.0224,15,2.07,0.4839,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
10480818,671,17,7,0.0253,5,6.20,0.1613,"2014-12-14 17:00:00","2014-12-18 23:00:00",102,4
10480848,1554,2,2,0.0013,2,15.50,0.0645,"2014-12-18 18:00:00","2014-12-18 23:00:00",5,0
10495708,455,8,8,0.0176,4,7.75,0.1290,"2014-12-15 10:00:00","2014-12-18 23:00:00",85,3
10525504,138,1,1,0.0072,1,31.00,0.0323,"2014-12-18 07:00:00","2014-12-18 23:00:00",16,0
10535263,791,6,6,0.0076,4,7.75,0.1290,"2014-12-17 18:00:00","2014-12-18 23:00:00",29,1
10539406,2291,33,21,0.0144,8,3.88,0.2581,"2014-12-14 10:00:00","2014-12-18 23:00:00",109,4
10557490,14,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
10580879,361,1,1,0.0028,1,31.00,0.0323,"2014-12-04 12:00:00","2014-12-18 23:00:00",347,14
10630192,2882,19,17,0.0066,7,4.43,0.2258,"2014-12-17 22:00:00","2014-12-18 23:00:00",25,1
10640408,1253,2,2,0.0016,1,31.00,0.0323,"2014-12-06 14:00:00","2014-12-18 23:00:00",297,12
10653322,157,7,5,0.0446,3,10.33,0.0968,"2014-12-15 13:00:00","2014-12-18 23:00:00",82,3
10664884,356,4,4,0.0112,1,31.00,0.0323,"2014-12-16 15:00:00","2014-12-18 23:00:00",56,2
10678033,1269,4,4,0.0032,4,7.75,0.1290,"2014-12-08 14:00:00","2014-12-18 23:00:00",249,10
10705215,3424,51,48,0.0149,16,1.94,0.5161,"2014-12-18 11:00:00","2014-12-18 23:00:00",12,0
10706095,1655,13,12,0.0079,9,3.44,0.2903,"2014-12-17 17:00:00","2014-12-18 23:00:00",30,1
10746742,151,5,5,0.0331,3,10.33,0.0968,"2014-12-14 20:00:00","2014-12-18 23:00:00",99,4
10755564,703,9,9,0.0128,4,7.75,0.1290,"2014-12-12 17:00:00","2014-12-18 23:00:00",150,6
10761548,813,1,1,0.0012,1,31.00,0.0323,"2014-11-24 21:00:00","2014-12-18 23:00:00",578,24
10763896,1190,20,20,0.0168,13,2.38,0.4194,"2014-12-16 13:00:00","2014-12-18 23:00:00",58,2
10765825,1708,17,16,0.0100,9,3.44,0.2903,"2014-12-14 00:00:00","2014-12-18 23:00:00",119,4
10770527,1332,23,21,0.0173,9,3.44,0.2903,"2014-12-17 14:00:00","2014-12-18 23:00:00",33,1
10773940,2086,19,17,0.0091,7,4.43,0.2258,"2014-12-12 10:00:00","2014-12-18 23:00:00",157,6
10797721,403,1,1,0.0025,1,31.00,0.0323,"2014-11-18 21:00:00","2014-12-18 23:00:00",722,30
10815578,1206,12,10,0.0100,6,5.17,0.1935,"2014-12-12 17:00:00","2014-12-18 23:00:00",150,6
10825402,1053,13,13,0.0123,7,4.43,0.2258,"2014-12-15 21:00:00","2014-12-18 23:00:00",74,3
10833396,391,6,5,0.0153,5,6.20,0.1613,"2014-12-12 04:00:00","2014-12-18 23:00:00",163,6
10849427,184,1,1,0.0054,1,31.00,0.0323,"2014-11-28 13:00:00","2014-12-18 23:00:00",490,20
10856328,771,7,6,0.0091,5,6.20,0.1613,"2014-12-14 20:00:00","2014-12-18 23:00:00",99,4
10864414,3217,8,8,0.0025,6,5.17,0.1935,"2014-12-12 21:00:00","2014-12-18 23:00:00",146,6
10878250,1692,16,15,0.0095,7,4.43,0.2258,"2014-12-13 19:00:00","2014-12-18 23:00:00",124,5
10887844,1627,8,7,0.0049,5,6.20,0.1613,"2014-12-15 14:00:00","2014-12-18 23:00:00",81,3
10921017,2,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
10936698,2667,8,8,0.0030,5,6.20,0.1613,"2014-12-16 00:00:00","2014-12-18 23:00:00",71,2
10951366,31,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
10960939,509,13,10,0.0255,5,6.20,0.1613,"2014-12-18 06:00:00","2014-12-18 23:00:00",17,0
10970833,35,2,2,0.0571,2,15.50,0.0645,"2014-12-16 20:00:00","2014-12-18 23:00:00",51,2
10980798,1495,17,14,0.0114,8,3.88,0.2581,"2014-12-17 22:00:00","2014-12-18 23:00:00",25,1
10982501,5234,12,12,0.0023,8,3.88,0.2581,"2014-12-18 22:00:00","2014-12-18 23:00:00",1,0
10990641,956,9,8,0.0094,5,6.20,0.1613,"2014-12-16 14:00:00","2014-12-18 23:00:00",57,2
10994058,260,17,17,0.0654,8,3.88,0.2581,"2014-12-16 15:00:00","2014-12-18 23:00:00",56,2
11000891,217,2,2,0.0092,2,15.50,0.0645,"2014-11-23 14:00:00","2014-12-18 23:00:00",609,25
11007737,322,9,8,0.0280,5,6.20,0.1613,"2014-12-18 21:00:00","2014-12-18 23:00:00",2,0
11010595,115,2,2,0.0174,2,15.50,0.0645,"2014-12-11 15:00:00","2014-12-18 23:00:00",176,7
11027223,1103,18,15,0.0163,7,4.43,0.2258,"2014-12-16 12:00:00","2014-12-18 23:00:00",59,2
11035036,586,4,4,0.0068,3,10.33,0.0968,"2014-11-28 20:00:00","2014-12-18 23:00:00",483,20
11053843,1345,21,19,0.0156,12,2.58,0.3871,"2014-12-16 16:00:00","2014-12-18 23:00:00",55,2
11066851,866,7,6,0.0081,5,6.20,0.1613,"2014-12-13 23:00:00","2014-12-18 23:00:00",120,5
11083802,1194,4,4,0.0034,1,31.00,0.0323,"2014-12-12 11:00:00","2014-12-18 23:00:00",156,6
11087331,150,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
11089553,2026,9,7,0.0044,6,5.17,0.1935,"2014-12-18 21:00:00","2014-12-18 23:00:00",2,0
11106706,405,9,6,0.0222,4,7.75,0.1290,"2014-12-03 23:00:00","2014-12-18 23:00:00",360,15
11119577,979,7,6,0.0072,2,15.50,0.0645,"2014-12-15 21:00:00","2014-12-18 23:00:00",74,3
11141921,1721,29,23,0.0169,11,2.82,0.3548,"2014-12-17 17:00:00","2014-12-18 23:00:00",30,1
11142295,176,4,4,0.0227,4,7.75,0.1290,"2014-12-17 08:00:00","2014-12-18 23:00:00",39,1
11162300,1831,11,10,0.0060,8,3.88,0.2581,"2014-12-14 22:00:00","2014-12-18 23:00:00",97,4
11171971,1076,10,9,0.0093,4,7.75,0.1290,"2014-12-18 21:00:00","2014-12-18 23:00:00",2,0
11177007,263,5,5,0.0190,3,10.33,0.0968,"2014-12-06 17:00:00","2014-12-18 23:00:00",294,12
11183599,64,4,4,0.0625,3,10.33,0.0968,"2014-12-09 23:00:00","2014-12-18 23:00:00",216,9
11189891,301,3,2,0.0100,2,15.50,0.0645,"2014-12-01 21:00:00","2014-12-18 23:00:00",410,17
11197151,6438,34,28,0.0053,9,3.44,0.2903,"2014-12-18 18:00:00","2014-12-18 23:00:00",5,0
11208268,499,3,3,0.0060,2,15.50,0.0645,"2014-12-06 20:00:00","2014-12-18 23:00:00",291,12
11246070,619,6,5,0.0097,2,15.50,0.0645,"2014-11-20 22:00:00","2014-12-18 23:00:00",673,28
11257305,2295,43,32,0.0187,14,2.21,0.4516,"2014-12-14 06:00:00","2014-12-18 23:00:00",113,4
11268219,567,7,7,0.0123,6,5.17,0.1935,"2014-12-12 11:00:00","2014-12-18 23:00:00",156,6
11294250,29,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
11310078,123,4,4,0.0325,2,15.50,0.0645,"2014-12-12 13:00:00","2014-12-18 23:00:00",154,6
11313328,2179,35,31,0.0161,7,4.43,0.2258,"2014-12-16 12:00:00","2014-12-18 23:00:00",59,2
11346135,689,15,15,0.0218,3,10.33,0.0968,"2014-12-15 11:00:00","2014-12-18 23:00:00",84,3
11361547,9986,11,6,0.0011,4,7.75,0.1290,"2014-12-08 20:00:00","2014-12-18 23:00:00",243,10
11408482,118,5,4,0.0424,3,10.33,0.0968,"2014-12-17 11:00:00","2014-12-18 23:00:00",36,1
11412443,4392,28,26,0.0064,9,3.44,0.2903,"2014-12-17 14:00:00","2014-12-18 23:00:00",33,1
11414403,1012,5,5,0.0049,4,7.75,0.1290,"2014-12-16 19:00:00","2014-12-18 23:00:00",52,2
11415302,2597,14,12,0.0054,7,4.43,0.2258,"2014-12-16 16:00:00","2014-12-18 23:00:00",55,2
11427000,1519,35,30,0.0230,10,3.10,0.3226,"2014-12-18 18:00:00","2014-12-18 23:00:00",5,0
11431275,1810,12,10,0.0066,7,4.43,0.2258,"2014-12-14 15:00:00","2014-12-18 23:00:00",104,4
11459905,437,1,1,0.0023,1,31.00,0.0323,"2014-12-17 20:00:00","2014-12-18 23:00:00",27,1
11517935,1171,4,4,0.0034,4,7.75,0.1290,"2014-12-17 20:00:00","2014-12-18 23:00:00",27,1
11533001,510,2,2,0.0039,2,15.50,0.0645,"2014-12-15 10:00:00","2014-12-18 23:00:00",85,3
11545672,180,2,2,0.0111,2,15.50,0.0645,"2014-12-16 13:00:00","2014-12-18 23:00:00",58,2
11551181,2252,15,13,0.0067,9,3.44,0.2903,"2014-12-14 20:00:00","2014-12-18 23:00:00",99,4
11552428,1955,20,20,0.0102,5,6.20,0.1613,"2014-12-15 00:00:00","2014-12-18 23:00:00",95,3
11561834,874,5,4,0.0057,4,7.75,0.1290,"2014-12-14 13:00:00","2014-12-18 23:00:00",106,4
11580122,732,5,5,0.0068,4,7.75,0.1290,"2014-12-02 19:00:00","2014-12-18 23:00:00",388,16
11589162,797,16,15,0.0201,6,5.17,0.1935,"2014-12-12 14:00:00","2014-12-18 23:00:00",153,6
11595413,2553,11,10,0.0043,8,3.88,0.2581,"2014-12-17 14:00:00","2014-12-18 23:00:00",33,1
11612875,1009,9,9,0.0089,5,6.20,0.1613,"2014-12-18 11:00:00","2014-12-18 23:00:00",12,0
11618257,620,5,5,0.0081,3,10.33,0.0968,"2014-11-27 16:00:00","2014-12-18 23:00:00",511,21
11635792,100,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
11650719,1088,26,26,0.0239,8,3.88,0.2581,"2014-12-07 20:00:00","2014-12-18 23:00:00",267,11
11669469,452,6,6,0.0133,4,7.75,0.1290,"2014-12-12 00:00:00","2014-12-18 23:00:00",167,6
11680145,2533,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
11682531,3850,25,23,0.0065,10,3.10,0.3226,"2014-12-13 17:00:00","2014-12-18 23:00:00",126,5
11683492,3301,21,18,0.0064,6,5.17,0.1935,"2014-12-14 13:00:00","2014-12-18 23:00:00",106,4
11683605,353,4,4,0.0113,2,15.50,0.0645,"2014-11-24 21:00:00","2014-12-18 23:00:00",578,24
11689510,107,3,3,0.0280,3,10.33,0.0968,"2014-12-15 13:00:00","2014-12-18 23:00:00",82,3
11695398,375,1,1,0.0027,1,31.00,0.0323,"2014-11-21 16:00:00","2014-12-18 23:00:00",655,27
11719180,219,18,16,0.0822,4,7.75,0.1290,"2014-12-14 10:00:00","2014-12-18 23:00:00",109,4
11726782,365,6,6,0.0164,5,6.20,0.1613,"2014-12-18 09:00:00","2014-12-18 23:00:00",14,0
11731068,498,33,32,0.0663,9,3.44,0.2903,"2014-12-06 23:00:00","2014-12-18 23:00:00",288,12
11738621,696,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
11758356,3727,19,19,0.0051,5,6.20,0.1613,"2014-12-12 23:00:00","2014-12-18 23:00:00",144,6
11774110,1053,21,18,0.0199,10,3.10,0.3226,"2014-12-12 09:00:00","2014-12-18 23:00:00",158,6
11783149,582,2,2,0.0034,2,15.50,0.0645,"2014-11-27 18:00:00","2014-12-18 23:00:00",509,21
11790840,947,3,3,0.0032,2,15.50,0.0645,"2014-11-21 22:00:00","2014-12-18 23:00:00",649,27
11791459,1125,11,8,0.0098,7,4.43,0.2258,"2014-12-09 10:00:00","2014-12-18 23:00:00",229,9
11792254,1322,6,6,0.0045,2,15.50,0.0645,"2014-11-29 08:00:00","2014-12-18 23:00:00",471,19
11805206,1381,9,9,0.0065,5,6.20,0.1613,"2014-12-18 21:00:00","2014-12-18 23:00:00",2,0
11818955,457,3,3,0.0066,2,15.50,0.0645,"2014-12-12 10:00:00","2014-12-18 23:00:00",157,6
11827113,1045,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
11845036,123,3,3,0.0244,2,15.50,0.0645,"2014-11-19 20:00:00","2014-12-18 23:00:00",699,29
11879849,1219,12,12,0.0098,7,4.43,0.2258,"2014-12-17 10:00:00","2014-12-18 23:00:00",37,1
11889914,13,1,1,0.0769,1,31.00,0.0323,"2014-12-17 15:00:00","2014-12-18 23:00:00",32,1
11900716,51,3,2,0.0588,3,10.33,0.0968,"2014-12-16 16:00:00","2014-12-18 23:00:00",55,2
11904220,85,5,5,0.0588,3,10.33,0.0968,"2014-12-13 19:00:00","2014-12-18 23:00:00",124,5
11910007,3793,30,28,0.0079,10,3.10,0.3226,"2014-12-16 15:00:00","2014-12-18 23:00:00",56,2
11917811,771,16,13,0.0208,8,3.88,0.2581,"2014-12-16 21:00:00","2014-12-18 23:00:00",50,2
11944953,312,8,8,0.0256,6,5.17,0.1935,"2014-12-08 21:00:00","2014-12-18 23:00:00",242,10
11966763,2137,37,14,0.0173,6,5.17,0.1935,"2014-12-17 09:00:00","2014-12-18 23:00:00",38,1
11975256,469,3,3,0.0064,2,15.50,0.0645,"2014-12-12 23:00:00","2014-12-18 23:00:00",144,6
11993970,3051,13,12,0.0043,9,3.44,0.2903,"2014-12-13 14:00:00","2014-12-18 23:00:00",129,5
12000472,95,1,1,0.0105,1,31.00,0.0323,"2014-11-27 13:00:00","2014-12-18 23:00:00",514,21
12012359,564,16,12,0.0284,6,5.17,0.1935,"2014-12-12 23:00:00","2014-12-18 23:00:00",144,6
12025952,267,3,3,0.0112,2,15.50,0.0645,"2014-12-07 11:00:00","2014-12-18 23:00:00",276,11
12037455,141,1,1,0.0071,1,31.00,0.0323,"2014-12-10 19:00:00","2014-12-18 23:00:00",196,8
12039328,2115,23,22,0.0109,10,3.10,0.3226,"2014-12-15 09:00:00","2014-12-18 23:00:00",86,3
12051954,2028,9,9,0.0044,6,5.17,0.1935,"2014-12-12 10:00:00","2014-12-18 23:00:00",157,6
12055347,4763,2,2,0.0004,1,31.00,0.0323,"2014-12-14 16:00:00","2014-12-18 23:00:00",103,4
12070973,63,3,2,0.0476,3,10.33,0.0968,"2014-12-17 17:00:00","2014-12-18 23:00:00",30,1
12093186,35,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
12118297,386,5,5,0.0130,4,7.75,0.1290,"2014-12-15 14:00:00","2014-12-18 23:00:00",81,3
12122714,906,7,7,0.0077,4,7.75,0.1290,"2014-12-12 23:00:00","2014-12-18 23:00:00",144,6
12129371,1140,2,2,0.0018,2,15.50,0.0645,"2014-12-12 21:00:00","2014-12-18 23:00:00",146,6
12135006,140,2,2,0.0143,2,15.50,0.0645,"2014-12-14 14:00:00","2014-12-18 23:00:00",105,4
12139270,174,1,1,0.0057,1,31.00,0.0323,"2014-12-12 21:00:00","2014-12-18 23:00:00",146,6
12163667,692,3,3,0.0043,3,10.33,0.0968,"2014-12-15 21:00:00","2014-12-18 23:00:00",74,3
12202456,239,5,4,0.0209,5,6.20,0.1613,"2014-12-16 20:00:00","2014-12-18 23:00:00",51,2
12210870,2585,101,59,0.0391,15,2.07,0.4839,"2014-12-18 22:00:00","2014-12-18 23:00:00",1,0
12214179,3512,26,13,0.0074,4,7.75,0.1290,"2014-12-17 06:00:00","2014-12-18 23:00:00",41,1
12222620,1323,16,14,0.0121,9,3.44,0.2903,"2014-12-17 10:00:00","2014-12-18 23:00:00",37,1
12252570,473,5,5,0.0106,3,10.33,0.0968,"2014-12-10 23:00:00","2014-12-18 23:00:00",192,8
12262752,987,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
12282525,1353,1,1,0.0007,1,31.00,0.0323,"2014-12-16 20:00:00","2014-12-18 23:00:00",51,2
12283105,771,3,3,0.0039,3,10.33,0.0968,"2014-12-12 18:00:00","2014-12-18 23:00:00",149,6
12285453,117,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
12297890,1253,37,37,0.0295,8,3.88,0.2581,"2014-12-15 16:00:00","2014-12-18 23:00:00",79,3
12300043,40,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
12322077,988,25,19,0.0253,4,7.75,0.1290,"2014-12-16 16:00:00","2014-12-18 23:00:00",55,2
12339789,850,16,16,0.0188,7,4.43,0.2258,"2014-12-05 21:00:00","2014-12-18 23:00:00",314,13
12369583,1103,51,46,0.0462,14,2.21,0.4516,"2014-12-18 21:00:00","2014-12-18 23:00:00",2,0
12373370,2060,5,5,0.0024,4,7.75,0.1290,"2014-12-12 22:00:00","2014-12-18 23:00:00",145,6
12388225,36,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
12428085,2618,19,18,0.0073,12,2.58,0.3871,"2014-12-13 11:00:00","2014-12-18 23:00:00",132,5
12462869,213,7,6,0.0329,4,7.75,0.1290,"2014-12-15 18:00:00","2014-12-18 23:00:00",77,3
12472346,4164,10,9,0.0024,5,6.20,0.1613,"2014-12-16 21:00:00","2014-12-18 23:00:00",50,2
12510155,1965,35,29,0.0178,9,3.44,0.2903,"2014-12-17 16:00:00","2014-12-18 23:00:00",31,1
12522187,1312,6,6,0.0046,5,6.20,0.1613,"2014-12-07 09:00:00","2014-12-18 23:00:00",278,11
12567456,400,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
12568217,835,14,11,0.0168,5,6.20,0.1613,"2014-12-11 22:00:00","2014-12-18 23:00:00",169,7
12570225,4081,53,48,0.0130,8,3.88,0.2581,"2014-12-18 14:00:00","2014-12-18 23:00:00",9,0
12571684,2980,3,3,0.0010,3,10.33,0.0968,"2014-12-12 08:00:00","2014-12-18 23:00:00",159,6
12592296,95,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
12605760,614,6,6,0.0098,5,6.20,0.1613,"2014-12-12 11:00:00","2014-12-18 23:00:00",156,6
12619319,842,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
12628544,3090,49,35,0.0159,6,5.17,0.1935,"2014-12-18 14:00:00","2014-12-18 23:00:00",9,0
12636431,723,7,5,0.0097,5,6.20,0.1613,"2014-12-18 07:00:00","2014-12-18 23:00:00",16,0
12662961,74,2,2,0.0270,2,15.50,0.0645,"2014-12-11 23:00:00","2014-12-18 23:00:00",168,7
12683992,375,3,3,0.0080,2,15.50,0.0645,"2014-12-09 15:00:00","2014-12-18 23:00:00",224,9
12684051,4339,53,49,0.0122,9,3.44,0.2903,"2014-12-13 22:00:00","2014-12-18 23:00:00",121,5
12711593,150,3,3,0.0200,2,15.50,0.0645,"2014-12-18 01:00:00","2014-12-18 23:00:00",22,0
12725690,430,3,3,0.0070,1,31.00,0.0323,"2014-12-16 14:00:00","2014-12-18 23:00:00",57,2
12730285,773,9,9,0.0116,7,4.43,0.2258,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
12731267,927,4,3,0.0043,3,10.33,0.0968,"2014-12-15 17:00:00","2014-12-18 23:00:00",78,3
12746210,3923,10,10,0.0025,5,6.20,0.1613,"2014-12-13 21:00:00","2014-12-18 23:00:00",122,5
12796196,657,18,15,0.0274,9,3.44,0.2903,"2014-12-17 00:00:00","2014-12-18 23:00:00",47,1
12820152,207,3,3,0.0145,2,15.50,0.0645,"2014-12-05 20:00:00","2014-12-18 23:00:00",315,13
12833799,6842,46,41,0.0067,14,2.21,0.4516,"2014-12-17 14:00:00","2014-12-18 23:00:00",33,1
12850436,549,2,2,0.0036,1,31.00,0.0323,"2014-12-12 16:00:00","2014-12-18 23:00:00",151,6
12866931,310,15,13,0.0484,8,3.88,0.2581,"2014-12-18 10:00:00","2014-12-18 23:00:00",13,0
12884654,348,14,13,0.0402,10,3.10,0.3226,"2014-12-18 10:00:00","2014-12-18 23:00:00",13,0
12892503,1276,3,3,0.0024,2,15.50,0.0645,"2014-12-08 08:00:00","2014-12-18 23:00:00",255,10
12906922,2120,10,8,0.0047,6,5.17,0.1935,"2014-12-17 00:00:00","2014-12-18 23:00:00",47,1
12925543,1378,30,27,0.0218,5,6.20,0.1613,"2014-12-03 00:00:00","2014-12-18 23:00:00",383,15
12931864,2146,5,5,0.0023,3,10.33,0.0968,"2014-12-12 15:00:00","2014-12-18 23:00:00",152,6
12940608,5359,49,40,0.0091,16,1.94,0.5161,"2014-12-13 15:00:00","2014-12-18 23:00:00",128,5
12947756,1,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
12970967,295,4,4,0.0136,4,7.75,0.1290,"2014-12-15 21:00:00","2014-12-18 23:00:00",74,3
12986660,35,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
12990018,723,4,4,0.0055,3,10.33,0.0968,"2014-12-12 20:00:00","2014-12-18 23:00:00",147,6
12997160,213,2,2,0.0094,2,15.50,0.0645,"2014-12-14 21:00:00","2014-12-18 23:00:00",98,4
12998932,1187,4,4,0.0034,2,15.50,0.0645,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
13005359,153,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13006367,645,5,5,0.0078,2,15.50,0.0645,"2014-12-03 21:00:00","2014-12-18 23:00:00",362,15
13014253,980,19,16,0.0194,8,3.88,0.2581,"2014-12-17 15:00:00","2014-12-18 23:00:00",32,1
13015077,103,1,1,0.0097,1,31.00,0.0323,"2014-12-13 14:00:00","2014-12-18 23:00:00",129,5
13034876,934,1,1,0.0011,1,31.00,0.0323,"2014-11-25 21:00:00","2014-12-18 23:00:00",554,23
13056340,500,2,1,0.0040,2,15.50,0.0645,"2014-12-12 09:00:00","2014-12-18 23:00:00",158,6
13069552,1934,8,7,0.0041,5,6.20,0.1613,"2014-12-12 13:00:00","2014-12-18 23:00:00",154,6
13079368,1674,12,12,0.0072,10,3.10,0.3226,"2014-12-18 19:00:00","2014-12-18 23:00:00",4,0
13081722,1297,18,17,0.0139,9,3.44,0.2903,"2014-12-14 22:00:00","2014-12-18 23:00:00",97,4
13088520,531,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13096088,930,12,8,0.0129,5,6.20,0.1613,"2014-12-10 11:00:00","2014-12-18 23:00:00",204,8
13099562,1495,5,4,0.0033,3,10.33,0.0968,"2014-12-12 20:00:00","2014-12-18 23:00:00",147,6
13103318,2283,36,32,0.0158,13,2.38,0.4194,"2014-12-16 14:00:00","2014-12-18 23:00:00",57,2
13110515,1045,1,1,0.0010,1,31.00,0.0323,"2014-11-22 23:00:00","2014-12-18 23:00:00",624,26
13154544,121,1,1,0.0083,1,31.00,0.0323,"2014-11-29 13:00:00","2014-12-18 23:00:00",466,19
13161427,1369,9,7,0.0066,3,10.33,0.0968,"2014-12-12 21:00:00","2014-12-18 23:00:00",146,6
13162008,191,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13166978,1512,10,9,0.0066,7,4.43,0.2258,"2014-12-11 20:00:00","2014-12-18 23:00:00",171,7
13178504,330,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13213333,3390,58,52,0.0171,12,2.58,0.3871,"2014-12-14 14:00:00","2014-12-18 23:00:00",105,4
13222751,214,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13228640,569,3,3,0.0053,2,15.50,0.0645,"2014-12-15 16:00:00","2014-12-18 23:00:00",79,3
13232080,940,4,4,0.0043,4,7.75,0.1290,"2014-12-15 18:00:00","2014-12-18 23:00:00",77,3
